site;year;month;day;hour;minute;second;value
BRW;1997;8;3;1;15;0;351.970
BRW;1997;8;3;1;25;0;354.010
BRW;1997;8;9;19;17;0;351.500
BRW;1997;8;9;19;47;0;351.180
BRW;1997;8;9;19;52;0;351.820
BRW;1997;8;16;19;41;0;353.530
BRW;1997;8;16;19;46;0;353.900
BRW;1997;8;16;20;0;0;353.270
BRW;1997;8;23;18;34;0;349.610
BRW;1997;8;23;18;46;0;350.240
BRW;1997;8;23;19;25;0;349.960
BRW;1997;8;29;21;35;0;356.610
BRW;1997;8;29;21;47;0;357.070
BRW;1997;8;29;21;47;0;357.220
BRW;1997;9;13;21;12;0;357.350
BRW;1997;9;13;21;42;0;356.300
BRW;1997;9;13;21;47;0;356.770
BRW;1997;9;19;17;28;0;359.960
BRW;1997;9;19;17;47;0;359.400
BRW;1997;9;28;22;35;0;359.130
BRW;1997;9;28;23;30;0;358.100
BRW;1997;9;28;23;41;0;358.520
BRW;1997;10;5;0;35;0;359.830
BRW;1997;10;5;0;45;0;360.590
BRW;1997;10;5;1;0;0;359.830
BRW;1997;10;11;22;40;0;365.750
BRW;1997;10;11;22;47;0;375.520
BRW;1997;10;18;0;43;0;360.200
BRW;1997;10;18;1;15;0;360.700
BRW;1997;10;24;22;48;0;362.820
BRW;1997;10;24;23;25;0;363.050
BRW;1997;11;1;1;48;0;368.280
BRW;1997;11;1;2;15;0;368.290
BRW;1997;11;6;20;30;0;365.760
BRW;1997;11;6;21;32;0;364.260
BRW;1997;11;6;21;40;0;366.260
BRW;1997;11;15;0;15;0;365.730
BRW;1997;11;15;0;26;0;367.030
BRW;1997;11;15;1;44;0;366.880
BRW;1997;11;21;22;14;0;369.540
BRW;1997;11;21;22;42;0;368.820
BRW;1997;11;21;22;47;0;368.950
BRW;1997;11;30;19;14;0;365.970
BRW;1997;11;30;19;42;0;365.740
BRW;1997;11;30;19;48;0;365.810
BRW;1997;12;5;0;27;0;367.130
BRW;1997;12;5;0;45;0;367.050
BRW;1997;12;5;0;47;0;366.890
BRW;1997;12;13;0;14;0;367.350
BRW;1997;12;13;0;45;0;367.240
BRW;1997;12;13;0;47;0;367.150
BRW;1997;12;20;0;30;0;367.910
BRW;1997;12;20;0;47;0;367.510
BRW;1997;12;24;21;17;0;368.390
BRW;1997;12;24;21;30;0;368.400
BRW;1997;12;24;22;47;0;368.180
BRW;1998;1;3;23;36;0;370.440
BRW;1998;1;3;23;48;0;370.340
BRW;1998;1;3;23;59;0;370.210
BRW;1998;1;10;0;48;0;371.530
BRW;1998;1;10;1;27;0;372.390
BRW;1998;1;17;0;48;0;369.460
BRW;1998;1;17;1;5;0;370.070
BRW;1998;1;24;1;4;0;369.470
BRW;1998;1;24;1;7;0;369.230
BRW;1998;1;24;1;20;0;374.670
BRW;1998;1;31;1;19;0;369.430
BRW;1998;1;31;1;30;0;369.310
BRW;1998;1;31;1;46;0;369.460
BRW;1998;2;7;0;30;0;369.750
BRW;1998;2;7;0;46;0;369.740
BRW;1998;2;7;0;48;0;369.500
BRW;1998;2;14;1;46;0;370.520
BRW;1998;2;14;1;58;0;370.790
BRW;1998;2;14;2;10;0;370.070
BRW;1998;2;28;2;40;0;372.850
BRW;1998;2;28;2;50;0;372.840
BRW;1998;3;7;0;25;0;371.220
BRW;1998;3;7;0;41;0;372.140
BRW;1998;3;7;0;48;0;370.820
BRW;1998;3;14;1;46;0;370.830
BRW;1998;3;14;1;46;0;372.210
BRW;1998;3;14;1;50;0;371.190
BRW;1998;3;20;23;27;0;371.090
BRW;1998;3;20;23;47;0;370.890
BRW;1998;3;20;23;58;0;370.860
BRW;1998;3;28;23;14;0;370.930
BRW;1998;3;28;23;49;0;370.750
BRW;1998;3;28;23;55;0;370.810
BRW;1998;4;3;19;16;0;371.820
BRW;1998;4;3;19;48;0;371.620
BRW;1998;4;3;19;49;0;371.590
BRW;1998;4;11;0;25;0;371.360
BRW;1998;4;11;0;47;0;371.270
BRW;1998;4;11;1;4;0;371.380
BRW;1998;4;17;23;9;0;371.690
BRW;1998;4;17;23;33;0;371.600
BRW;1998;4;17;23;47;0;371.400
BRW;1998;4;24;22;13;0;371.440
BRW;1998;5;2;0;46;0;371.120
BRW;1998;5;2;1;30;0;371.400
BRW;1998;5;2;1;55;0;371.180
BRW;1998;5;9;0;44;0;372.550
BRW;1998;5;9;0;47;0;371.550
BRW;1998;5;9;0;57;0;378.060
BRW;1998;5;16;0;28;0;372.780
BRW;1998;5;16;0;47;0;372.270
BRW;1998;5;16;0;55;0;372.450
BRW;1998;5;23;0;45;0;371.630
BRW;1998;5;23;0;47;0;371.340
BRW;1998;5;23;1;0;0;371.610
BRW;1998;5;30;0;26;0;372.420
BRW;1998;5;30;0;45;0;372.400
BRW;1998;5;30;0;47;0;371.880
BRW;1998;6;11;16;17;0;371.480
BRW;1998;6;11;16;46;0;371.430
BRW;1998;6;11;16;51;0;371.600
BRW;1998;6;27;22;30;0;340.150
BRW;1998;6;27;22;48;0;367.720
BRW;1998;6;27;23;6;0;367.710
BRW;1998;7;3;20;40;0;362.180
BRW;1998;7;3;21;5;0;361.840
BRW;1998;7;9;18;42;0;364.210
BRW;1998;7;9;19;11;0;365.580
BRW;1998;7;16;21;42;0;361.280
BRW;1998;7;16;21;47;0;361.540
BRW;1998;7;22;21;44;0;357.700
BRW;1998;7;22;22;40;0;359.200
BRW;1998;7;22;23;15;0;358.940
BRW;1998;8;1;19;23;0;359.080
BRW;1998;8;1;19;38;0;358.950
BRW;1998;8;1;19;47;0;358.850
BRW;1998;8;8;18;28;0;355.640
BRW;1998;8;8;18;47;0;357.480
BRW;1998;8;8;18;56;0;356.570
BRW;1998;8;15;17;49;0;358.180
BRW;1998;8;15;18;0;0;358.330
BRW;1998;8;23;21;47;0;357.480
BRW;1998;8;23;22;22;0;360.080
BRW;1998;8;30;0;26;0;357.500
BRW;1998;8;30;0;50;0;356.910
BRW;1998;9;18;22;47;0;370.770
BRW;1998;9;18;22;50;0;371.640
BRW;1998;9;25;22;49;0;366.100
BRW;1998;9;25;22;50;0;366.580
BRW;1998;10;4;4;41;0;363.790
BRW;1998;10;4;4;45;0;363.900
BRW;1998;10;18;0;49;0;364.360
BRW;1998;10;18;1;0;0;364.550
BRW;1998;10;23;23;15;0;365.670
BRW;1998;10;23;23;46;0;365.460
BRW;1998;11;1;10;48;0;367.950
BRW;1998;11;1;10;58;0;370.680
BRW;1998;11;1;11;4;0;368.200
BRW;1998;11;13;22;7;0;371.170
BRW;1998;11;13;22;20;0;370.340
BRW;1998;11;13;22;46;0;369.660
BRW;1998;11;20;22;22;0;368.250
BRW;1998;11;20;22;45;0;368.170
BRW;1998;11;27;21;46;0;369.160
BRW;1998;11;27;21;49;0;369.210
BRW;1998;12;5;0;29;0;371.850
BRW;1998;12;5;0;45;0;371.930
BRW;1998;12;11;22;14;0;375.930
BRW;1998;12;11;22;22;0;373.780
BRW;1998;12;11;22;46;0;373.350
BRW;1998;12;18;23;44;0;372.620
BRW;1998;12;18;23;46;0;371.870
BRW;1998;12;18;23;56;0;372.260
BRW;1998;12;24;20;44;0;374.980
BRW;1998;12;24;21;25;0;375.770
BRW;1998;12;24;21;28;0;375.700
BRW;1999;1;1;0;3;0;376.040
BRW;1999;1;1;0;15;0;375.900
BRW;1999;1;1;0;47;0;375.840
BRW;1999;1;9;0;17;0;375.520
BRW;1999;1;9;0;35;0;374.740
BRW;1999;1;9;0;46;0;373.440
BRW;1999;1;15;20;47;0;373.120
BRW;1999;1;15;20;50;0;373.390
BRW;1999;1;15;21;0;0;373.700
BRW;1999;1;23;0;40;0;374.460
BRW;1999;1;23;0;48;0;374.040
BRW;1999;1;23;0;50;0;374.190
BRW;1999;1;30;0;23;0;373.680
BRW;1999;1;30;0;49;0;373.480
BRW;1999;2;5;22;21;0;378.030
BRW;1999;2;12;0;12;0;378.900
BRW;1999;2;12;0;36;0;374.640
BRW;1999;2;12;0;46;0;374.770
BRW;1999;2;20;0;28;0;373.770
BRW;1999;2;20;0;47;0;373.410
BRW;1999;2;20;0;49;0;373.700
BRW;1999;2;27;0;25;0;382.540
BRW;1999;2;27;1;45;0;374.490
BRW;1999;3;15;1;5;0;375.200
BRW;1999;3;15;1;45;0;374.230
BRW;1999;3;15;2;40;0;374.170
BRW;1999;3;20;2;38;0;371.680
BRW;1999;3;20;2;47;0;374.670
BRW;1999;3;20;2;50;0;374.660
BRW;1999;3;27;1;20;0;374.840
BRW;1999;4;2;20;43;0;374.400
BRW;1999;4;2;20;55;0;374.690
BRW;1999;4;2;21;10;0;375.070
BRW;1999;4;9;23;18;0;374.590
BRW;1999;4;9;23;36;0;374.690
BRW;1999;4;9;23;46;0;374.520
BRW;1999;4;16;23;25;0;375.330
BRW;1999;4;16;23;40;0;375.140
BRW;1999;4;16;23;46;0;375.030
BRW;1999;4;23;23;16;0;375.470
BRW;1999;4;23;23;25;0;375.010
BRW;1999;4;30;18;17;0;375.770
BRW;1999;4;30;18;32;0;375.660
BRW;1999;5;6;17;20;0;375.020
BRW;1999;5;6;17;34;0;374.820
BRW;1999;5;6;17;47;0;374.640
BRW;1999;5;15;21;14;0;375.880
BRW;1999;5;15;21;41;0;375.350
BRW;1999;5;15;21;47;0;375.190
BRW;1999;5;22;22;45;0;375.330
BRW;1999;5;22;22;48;0;375.400
BRW;1999;5;22;22;55;0;375.670
BRW;1999;5;29;19;20;0;376.820
BRW;1999;5;29;19;41;0;376.340
BRW;1999;5;29;19;48;0;376.600
BRW;1999;6;12;3;28;0;373.850
BRW;1999;6;12;3;34;0;374.210
BRW;1999;6;12;3;55;0;374.010
BRW;1999;6;19;22;23;0;373.450
BRW;1999;6;19;22;44;0;372.670
BRW;1999;6;19;22;48;0;372.670
BRW;1999;6;25;19;28;0;371.590
BRW;1999;6;25;19;47;0;371.290
BRW;1999;6;25;19;48;0;371.280
BRW;1999;7;3;20;19;0;363.050
BRW;1999;7;3;20;32;0;363.030
BRW;1999;7;11;23;39;0;363.090
BRW;1999;7;14;22;14;0;363.630
BRW;1999;7;24;21;43;0;362.330
BRW;1999;8;8;22;55;0;358.760
BRW;1999;8;8;23;47;0;359.310
BRW;1999;8;8;23;48;0;358.690
BRW;1999;8;15;23;25;0;353.370
BRW;1999;8;15;23;46;0;355.070
BRW;1999;8;15;23;47;0;353.810
BRW;1999;8;20;22;2;0;358.360
BRW;1999;8;20;22;45;0;356.440
BRW;1999;8;20;22;45;0;359.350
BRW;1999;8;28;6;23;0;359.960
BRW;1999;8;28;6;30;0;376.610
BRW;1999;8;28;6;35;0;359.780
BRW;1999;9;11;18;9;0;359.380
BRW;1999;9;11;18;26;0;359.110
BRW;1999;9;11;18;47;0;358.950
BRW;1999;9;18;19;34;0;361.500
BRW;1999;9;18;19;46;0;361.350
BRW;1999;9;25;17;13;0;331.300
BRW;1999;9;25;17;13;0;331.170
BRW;1999;9;25;17;42;0;367.410
BRW;1999;9;25;17;46;0;365.570
BRW;1999;10;1;22;49;0;362.080
BRW;1999;10;1;22;49;0;362.560
BRW;1999;10;11;3;40;0;364.860
BRW;1999;10;16;17;59;0;365.470
BRW;1999;10;22;23;40;0;365.220
BRW;1999;10;30;0;26;0;367.620
BRW;1999;10;30;0;40;0;367.460
BRW;1999;10;30;0;46;0;367.120
BRW;1999;11;6;1;30;0;372.180
BRW;1999;11;6;1;40;0;371.980
BRW;1999;11;6;1;48;0;372.030
BRW;1999;11;19;0;21;0;374.900
BRW;1999;11;19;0;37;0;374.960
BRW;1999;11;19;0;49;0;375.080
BRW;1999;12;3;0;15;0;371.650
BRW;1999;12;3;0;25;0;371.430
BRW;1999;12;3;0;46;0;371.490
BRW;1999;12;11;0;25;0;377.520
BRW;1999;12;11;0;47;0;373.290
BRW;1999;12;18;20;18;0;372.100
BRW;1999;12;18;20;44;0;371.950
BRW;1999;12;18;20;47;0;371.960
BRW;1999;12;25;0;20;0;375.390
BRW;1999;12;25;0;48;0;375.630
BRW;2000;1;9;2;42;0;375.450
BRW;2000;1;9;2;54;0;376.900
BRW;2000;1;21;22;16;0;375.400
BRW;2000;1;21;22;34;0;375.230
BRW;2000;1;21;22;47;0;375.140
BRW;2000;1;29;0;58;0;373.850
BRW;2000;1;29;1;11;0;373.630
BRW;2000;2;4;21;32;0;376.270
BRW;2000;2;4;21;47;0;375.910
BRW;2000;2;4;22;5;0;376.960
BRW;2000;2;12;20;21;0;375.380
BRW;2000;2;12;20;37;0;375.220
BRW;2000;2;12;20;48;0;375.160
BRW;2000;2;17;21;23;0;377.290
BRW;2000;2;17;21;40;0;376.780
BRW;2000;2;17;21;47;0;376.630
BRW;2000;2;26;18;15;0;378.590
BRW;2000;2;26;18;35;0;378.380
BRW;2000;2;26;18;47;0;378.270
BRW;2000;3;2;0;50;0;375.670
BRW;2000;3;9;23;16;0;374.190
BRW;2000;3;9;23;30;0;374.210
BRW;2000;3;9;23;47;0;373.890
BRW;2000;3;25;22;17;0;374.750
BRW;2000;3;25;22;33;0;374.620
BRW;2000;3;25;22;46;0;374.590
BRW;2000;3;31;0;40;0;375.150
BRW;2000;3;31;1;46;0;374.980
BRW;2000;4;8;4;33;0;376.820
BRW;2000;4;8;4;36;0;376.310
BRW;2000;4;23;10;48;0;375.720
BRW;2000;4;23;10;57;0;375.660
BRW;2000;4;30;19;30;0;375.870
BRW;2000;4;30;19;49;0;375.630
BRW;2000;4;30;19;55;0;375.620
BRW;2000;5;6;20;44;0;377.410
BRW;2000;5;6;21;3;0;377.210
BRW;2000;5;13;17;44;0;376.080
BRW;2000;5;13;18;19;0;376.030
BRW;2000;5;20;18;45;0;376.230
BRW;2000;5;20;18;57;0;376.090
BRW;2000;5;27;0;19;0;378.750
BRW;2000;5;27;0;33;0;378.330
BRW;2000;5;27;0;47;0;377.770
BRW;2000;6;7;0;0;0;383.130
BRW;2000;6;7;0;12;0;383.710
BRW;2000;6;7;0;48;0;384.670
BRW;2000;6;17;18;36;0;373.200
BRW;2000;6;17;18;43;0;372.650
BRW;2000;6;17;18;47;0;373.060
BRW;2000;6;21;22;34;0;369.440
BRW;2000;6;21;22;46;0;369.170
BRW;2000;6;21;23;10;0;369.240
BRW;2000;6;30;21;41;0;370.310
BRW;2000;6;30;22;21;0;370.470
BRW;2000;7;6;21;21;0;366.530
BRW;2000;7;6;22;9;0;366.100
BRW;2000;7;11;18;48;0;368.730
BRW;2000;7;11;19;1;0;368.480
BRW;2000;7;18;23;19;0;366.770
BRW;2000;7;18;23;48;0;366.990
BRW;2000;7;18;23;55;0;366.460
BRW;2000;7;29;20;44;0;361.110
BRW;2000;7;29;20;48;0;361.400
BRW;2000;7;29;21;1;0;364.600
BRW;2000;8;3;12;34;56;360.460
BRW;2000;8;3;19;43;0;360.720
BRW;2000;8;3;20;43;0;359.770
BRW;2000;8;12;1;37;0;362.050
BRW;2000;8;12;12;34;56;361.670
BRW;2000;8;19;0;47;0;359.400
BRW;2000;8;19;0;48;0;358.710
BRW;2000;8;26;0;15;0;360.760
BRW;2000;8;26;0;22;0;360.030
BRW;2000;8;26;1;5;0;360.370
BRW;2000;9;2;0;30;0;364.520
BRW;2000;9;2;0;39;0;363.950
BRW;2000;9;8;23;40;0;360.510
BRW;2000;9;8;23;44;0;360.660
BRW;2000;9;16;0;36;0;362.720
BRW;2000;9;16;0;42;0;362.480
BRW;2000;9;16;0;57;0;365.760
BRW;2000;9;23;0;54;0;363.120
BRW;2000;9;23;1;4;0;362.360
BRW;2000;9;23;1;40;0;362.240
BRW;2000;9;30;0;42;0;364.090
BRW;2000;9;30;1;36;0;365.100
BRW;2000;10;6;23;35;0;365.740
BRW;2000;10;6;23;42;0;365.700
BRW;2000;10;14;0;44;0;373.120
BRW;2000;10;14;0;48;0;373.220
BRW;2000;10;14;0;58;0;373.400
BRW;2000;11;4;22;1;0;369.720
BRW;2000;11;4;22;21;0;369.280
BRW;2000;11;13;1;44;0;369.200
BRW;2000;11;13;2;9;0;369.890
BRW;2000;11;13;2;30;0;370.050
BRW;2000;11;17;23;39;0;367.490
BRW;2000;11;24;22;44;0;372.020
BRW;2000;11;24;23;18;0;372.340
BRW;2000;11;24;23;25;0;372.060
BRW;2000;12;2;0;34;0;372.780
BRW;2000;12;2;0;45;0;372.320
BRW;2000;12;2;0;47;0;372.570
BRW;2000;12;8;22;43;0;374.130
BRW;2000;12;8;22;55;0;374.100
BRW;2000;12;8;23;7;0;374.710
BRW;2000;12;18;23;30;0;373.820
BRW;2000;12;18;23;45;0;373.760
BRW;2000;12;18;23;57;0;373.490
BRW;2000;12;23;21;43;0;372.880
BRW;2000;12;23;23;38;0;373.800
BRW;2000;12;23;23;50;0;373.710
BRW;2000;12;31;0;44;0;374.000
BRW;2000;12;31;1;10;0;374.700
BRW;2000;12;31;1;25;0;374.500
BRW;2001;1;5;23;25;0;375.840
BRW;2001;1;5;23;45;0;375.250
BRW;2001;1;5;23;45;0;375.370
BRW;2001;1;13;0;20;0;374.900
BRW;2001;1;20;0;26;0;375.380
BRW;2001;1;20;0;38;0;375.370
BRW;2001;1;20;0;45;0;375.340
BRW;2001;1;27;0;38;0;376.500
BRW;2001;1;27;0;45;0;375.980
BRW;2001;1;27;0;51;0;376.260
BRW;2001;2;5;20;40;0;377.190
BRW;2001;2;5;20;45;0;376.840
BRW;2001;2;5;21;0;0;377.090
BRW;2001;2;11;1;51;0;376.990
BRW;2001;2;11;2;7;0;376.830
BRW;2001;2;11;12;34;56;332.170
BRW;2001;2;17;1;51;0;376.270
BRW;2001;2;17;2;7;0;375.930
BRW;2001;2;24;1;27;0;376.610
BRW;2001;2;24;1;35;0;376.320
BRW;2001;3;3;0;59;0;383.050
BRW;2001;3;3;1;3;0;376.820
BRW;2001;3;10;23;36;0;376.320
BRW;2001;3;10;23;50;0;376.920
BRW;2001;3;10;23;59;0;376.430
BRW;2001;3;17;0;45;0;376.500
BRW;2001;3;17;0;48;0;384.070
BRW;2001;3;17;0;59;0;377.250
BRW;2001;3;24;1;55;0;391.840
BRW;2001;3;24;2;9;0;378.580
BRW;2001;3;24;2;10;0;378.460
BRW;2001;3;31;21;45;0;376.080
BRW;2001;3;31;22;48;0;378.880
BRW;2001;3;31;23;32;0;376.380
BRW;2001;4;6;23;38;0;378.030
BRW;2001;4;6;23;48;0;377.230
BRW;2001;4;6;23;53;0;377.220
BRW;2001;4;14;22;43;0;378.190
BRW;2001;4;14;22;58;0;377.990
BRW;2001;4;14;23;40;0;377.900
BRW;2001;4;21;0;45;0;378.530
BRW;2001;4;21;0;53;0;378.570
BRW;2001;4;21;0;58;0;378.390
BRW;2001;5;5;0;46;0;377.160
BRW;2001;5;5;0;50;0;378.280
BRW;2001;5;5;0;59;0;377.410
BRW;2001;5;12;1;12;0;377.830
BRW;2001;5;12;1;22;0;378.240
BRW;2001;5;12;1;47;0;377.840
BRW;2001;5;19;0;30;0;377.720
BRW;2001;5;19;0;43;0;377.110
BRW;2001;5;19;0;45;0;377.920
BRW;2001;5;25;21;54;0;377.700
BRW;2001;5;25;22;23;0;377.610
BRW;2001;5;25;22;32;0;377.560
BRW;2001;6;3;0;38;0;376.660
BRW;2001;6;3;1;16;0;376.890
BRW;2001;6;3;1;31;0;376.710
BRW;2001;6;8;20;46;0;376.860
BRW;2001;6;8;22;22;0;376.590
BRW;2001;6;8;22;30;0;376.340
BRW;2001;6;16;1;1;0;376.430
BRW;2001;6;16;1;8;0;376.270
BRW;2001;6;23;1;36;0;376.070
BRW;2001;6;23;1;46;0;376.430
BRW;2001;6;23;1;50;0;375.910
BRW;2001;6;30;0;44;0;339.610
BRW;2001;6;30;0;50;0;369.630
BRW;2001;6;30;1;15;0;358.960
BRW;2001;7;7;0;45;0;370.430
BRW;2001;7;7;1;5;0;370.160
BRW;2001;7;7;1;11;0;370.500
BRW;2001;7;14;0;24;0;370.490
BRW;2001;7;14;0;33;0;370.380
BRW;2001;7;14;0;40;0;370.710
BRW;2001;7;21;0;43;0;362.990
BRW;2001;7;21;0;45;0;358.830
BRW;2001;7;21;1;19;0;357.320
BRW;2001;7;27;22;8;0;362.670
BRW;2001;7;27;22;31;0;362.820
BRW;2001;7;27;22;52;0;363.960
BRW;2001;8;4;0;17;0;363.040
BRW;2001;8;4;0;23;0;362.460
BRW;2001;8;4;1;10;0;361.610
BRW;2001;8;18;0;28;0;361.660
BRW;2001;8;18;0;46;0;361.600
BRW;2001;8;18;1;12;0;361.220
BRW;2001;8;25;22;14;0;360.000
BRW;2001;8;25;22;42;0;360.300
BRW;2001;9;1;0;45;0;363.380
BRW;2001;9;1;0;56;0;363.520
BRW;2001;9;1;1;10;0;363.410
BRW;2001;9;8;0;33;0;361.490
BRW;2001;9;8;0;50;0;361.270
BRW;2001;9;8;1;39;0;361.230
BRW;2001;9;14;0;27;0;363.580
BRW;2001;9;14;0;40;0;365.670
BRW;2001;9;14;0;50;0;363.390
BRW;2001;9;22;0;24;0;364.400
BRW;2001;9;22;0;35;0;364.300
BRW;2001;9;22;0;42;0;364.340
BRW;2001;9;29;0;42;0;365.590
BRW;2001;9;29;1;38;0;365.370
BRW;2001;9;29;1;45;0;365.200
BRW;2001;10;6;0;29;0;371.050
BRW;2001;10;6;0;48;0;371.280
BRW;2001;10;18;0;35;0;369.640
BRW;2001;10;18;0;40;0;369.610
BRW;2001;10;18;1;10;0;369.670
BRW;2001;10;27;0;21;0;371.750
BRW;2001;10;27;0;30;0;371.140
BRW;2001;10;27;0;45;0;371.090
BRW;2001;11;3;0;36;0;371.230
BRW;2001;11;3;0;50;0;371.380
BRW;2001;11;3;1;37;0;370.870
BRW;2001;11;10;0;40;0;372.880
BRW;2001;11;10;0;44;0;372.320
BRW;2001;11;10;0;55;0;372.620
BRW;2001;11;17;0;16;0;374.320
BRW;2001;11;17;0;25;0;374.020
BRW;2001;11;17;0;38;0;373.560
BRW;2001;11;24;0;23;0;374.160
BRW;2001;11;24;0;35;0;373.840
BRW;2001;11;24;1;22;0;373.600
BRW;2001;12;1;0;54;0;376.210
BRW;2001;12;1;1;13;0;376.030
BRW;2001;12;1;1;38;0;375.410
BRW;2001;12;8;0;14;0;375.590
BRW;2001;12;8;0;23;0;375.530
BRW;2001;12;8;0;35;0;375.390
BRW;2001;12;14;0;36;0;376.580
BRW;2001;12;14;0;49;0;376.210
BRW;2001;12;14;0;53;0;376.340
BRW;2002;1;1;2;31;0;326.770
BRW;2002;1;1;2;40;0;377.870
BRW;2002;1;1;2;52;0;377.800
BRW;2002;1;7;0;48;0;378.210
BRW;2002;1;7;1;3;0;378.510
BRW;2002;1;7;1;24;0;378.400
BRW;2002;1;12;2;47;0;326.670
BRW;2002;1;12;2;49;0;379.100
BRW;2002;1;12;3;4;0;379.980
BRW;2002;1;19;1;5;0;378.420
BRW;2002;1;19;1;22;0;378.380
BRW;2002;2;9;3;48;0;377.760
BRW;2002;2;16;2;47;0;377.140
BRW;2002;2;16;3;20;0;377.700
BRW;2002;2;16;3;37;0;377.360
BRW;2002;2;23;3;15;0;326.490
BRW;2002;2;23;3;45;0;379.050
BRW;2002;2;23;12;34;56;379.340
BRW;2002;3;4;23;30;0;378.040
BRW;2002;3;4;23;35;0;378.440
BRW;2002;3;8;23;35;0;379.390
BRW;2002;3;8;23;40;0;379.020
BRW;2002;3;16;1;18;0;381.200
BRW;2002;3;16;1;25;0;379.730
BRW;2002;3;23;1;43;0;379.710
BRW;2002;3;23;1;54;0;379.960
BRW;2002;3;23;2;10;0;380.950
BRW;2002;3;30;1;28;0;379.020
BRW;2002;3;30;1;30;0;378.850
BRW;2002;3;30;1;50;0;378.680
BRW;2002;4;12;19;37;0;380.470
BRW;2002;4;12;19;45;0;379.820
BRW;2002;4;20;0;33;0;379.400
BRW;2002;4;20;0;50;0;379.350
BRW;2002;5;4;1;43;0;376.760
BRW;2002;5;4;1;47;0;378.030
BRW;2002;5;10;0;40;0;378.350
BRW;2002;5;10;1;35;0;379.840
BRW;2002;5;19;3;35;0;379.550
BRW;2002;5;19;3;45;0;380.310
BRW;2002;5;28;0;5;0;378.550
BRW;2002;5;28;0;25;0;378.850
BRW;2002;5;28;1;15;0;378.510
BRW;2002;6;3;19;55;0;378.590
BRW;2002;6;3;20;10;0;378.850
BRW;2002;6;3;20;30;0;378.780
BRW;2002;6;9;3;50;0;376.630
BRW;2002;6;24;4;15;0;375.330
BRW;2002;6;24;4;40;0;375.250
BRW;2002;6;24;5;15;0;375.170
BRW;2002;7;5;22;8;0;373.270
BRW;2002;7;5;22;15;0;373.310
BRW;2002;7;5;22;25;0;373.610
BRW;2002;7;12;23;35;0;371.220
BRW;2002;7;12;23;45;0;370.410
BRW;2002;7;26;23;45;0;369.180
BRW;2002;7;26;23;55;0;368.740
BRW;2002;8;2;23;0;0;364.540
BRW;2002;8;2;23;15;0;365.190
BRW;2002;8;9;23;40;0;363.070
BRW;2002;8;9;23;50;0;362.760
BRW;2002;8;24;1;17;0;362.410
BRW;2002;8;24;1;20;0;362.250
BRW;2002;8;24;1;30;0;362.440
BRW;2002;9;13;23;40;0;365.310
BRW;2002;9;13;23;42;0;365.660
BRW;2002;9;13;23;55;0;365.230
BRW;2002;9;25;22;45;0;370.030
BRW;2002;9;25;23;15;0;368.250
BRW;2002;9;26;0;30;0;368.510
BRW;2002;10;5;0;20;0;368.600
BRW;2002;10;5;0;25;0;368.810
BRW;2002;10;5;0;35;0;370.660
BRW;2002;10;11;23;25;0;368.170
BRW;2002;10;11;23;47;0;370.600
BRW;2002;10;11;23;55;0;368.430
BRW;2002;10;18;23;20;0;371.130
BRW;2002;10;30;1;30;0;375.070
BRW;2002;10;30;1;55;0;375.050
BRW;2002;10;30;2;0;0;375.220
BRW;2002;11;4;1;48;0;375.290
BRW;2002;11;4;2;0;0;374.490
BRW;2002;11;4;2;20;0;375.390
BRW;2002;11;12;20;5;0;374.980
BRW;2002;11;18;0;45;0;374.970
BRW;2002;11;18;0;50;0;375.080
BRW;2002;11;22;0;55;0;375.070
BRW;2002;11;25;1;50;0;378.310
BRW;2002;11;30;0;45;0;377.140
BRW;2002;11;30;1;5;0;376.810
BRW;2002;11;30;1;20;0;376.910
BRW;2002;12;6;23;20;0;376.300
BRW;2002;12;6;23;30;0;376.520
BRW;2002;12;6;23;45;0;376.680
BRW;2002;12;25;5;39;0;379.650
BRW;2003;1;9;0;21;0;379.510
BRW;2003;1;9;1;0;0;379.190
BRW;2003;1;17;23;24;0;378.390
BRW;2003;1;17;23;25;0;377.790
BRW;2003;1;17;23;55;0;377.860
BRW;2003;1;25;1;25;0;380.300
BRW;2003;2;1;0;20;0;380.130
BRW;2003;2;8;1;35;0;381.490
BRW;2003;2;8;2;34;0;381.930
BRW;2003;2;8;2;50;0;381.680
BRW;2003;2;15;1;35;0;384.290
BRW;2003;2;15;2;57;0;384.110
BRW;2003;2;15;3;10;0;384.250
BRW;2003;2;24;23;25;0;383.660
BRW;2003;2;24;23;58;0;384.280
BRW;2003;2;24;23;59;0;384.010
BRW;2003;2;28;22;20;0;382.330
BRW;2003;3;17;20;20;0;382.630
BRW;2003;3;17;20;25;0;382.410
BRW;2003;3;17;20;30;0;382.420
BRW;2003;3;22;2;17;0;381.880
BRW;2003;3;22;2;20;0;381.700
BRW;2003;3;22;2;45;0;381.660
BRW;2003;3;28;22;30;0;386.420
BRW;2003;4;5;3;5;0;381.310
BRW;2003;4;5;3;20;0;381.260
BRW;2003;4;11;12;34;56;382.120
BRW;2003;4;11;23;35;0;381.920
BRW;2003;4;11;23;58;0;381.950
BRW;2003;4;25;23;20;0;385.660
BRW;2003;4;25;23;30;0;386.110
BRW;2003;4;25;23;50;0;386.300
BRW;2003;5;2;23;20;0;382.420
BRW;2003;5;9;22;30;0;381.980
BRW;2003;5;9;22;35;0;382.240
