site;year;month;day;hour;minute;second;value
BRW;1989;2;19;12;34;56;356.550
BRW;1989;2;19;23;2;0;356.220
BRW;1989;3;4;22;28;0;359.840
BRW;1989;3;4;23;0;0;360.020
BRW;1989;3;4;23;20;0;359.680
BRW;1989;3;9;0;29;0;361.040
BRW;1989;3;9;0;50;0;361.040
BRW;1989;3;9;0;50;0;360.240
BRW;1989;3;18;0;59;0;361.410
BRW;1989;3;18;1;18;0;360.350
BRW;1989;3;18;1;35;0;360.980
BRW;1989;3;25;0;37;0;360.510
BRW;1989;3;25;1;5;0;360.400
BRW;1989;3;25;1;5;0;360.210
BRW;1989;3;25;1;8;0;360.350
BRW;1989;3;25;1;8;0;360.700
BRW;1989;4;6;21;43;0;360.900
BRW;1989;4;6;22;4;0;360.840
BRW;1989;4;6;22;22;0;361.420
BRW;1989;4;6;22;38;0;360.990
BRW;1989;4;12;20;46;0;360.290
BRW;1989;4;12;20;53;0;360.290
BRW;1989;4;12;21;0;0;360.220
BRW;1989;4;12;21;13;0;360.260
BRW;1989;4;21;23;16;0;359.710
BRW;1989;4;21;23;26;0;359.580
BRW;1989;4;21;23;35;0;359.860
BRW;1989;4;22;0;2;0;359.690
BRW;1989;4;30;21;55;0;359.740
BRW;1989;4;30;22;11;0;360.150
BRW;1989;4;30;22;26;0;359.650
BRW;1989;4;30;22;39;0;360.040
BRW;1989;5;6;23;28;0;359.770
BRW;1989;5;6;23;30;0;359.740
BRW;1989;5;6;23;31;0;360.020
BRW;1989;5;6;23;46;0;359.980
BRW;1989;5;19;22;2;0;359.740
BRW;1989;5;19;22;24;0;359.350
BRW;1989;5;19;22;50;0;359.700
BRW;1989;5;19;23;0;0;359.870
BRW;1989;5;28;22;47;0;359.480
BRW;1989;5;28;23;30;0;359.570
BRW;1989;5;28;23;35;0;359.960
BRW;1989;5;28;23;40;0;359.590
BRW;1989;6;8;22;57;0;358.730
BRW;1989;6;8;22;59;0;358.230
BRW;1989;6;8;23;10;0;358.310
BRW;1989;6;8;23;20;0;358.360
BRW;1989;6;19;22;8;0;358.180
BRW;1989;6;19;22;16;0;359.550
BRW;1989;6;19;22;24;0;358.480
BRW;1989;6;19;22;40;0;358.370
BRW;1989;7;6;23;6;0;355.570
BRW;1989;7;6;23;6;0;355.630
BRW;1989;7;6;23;20;0;355.410
BRW;1989;7;6;23;25;0;354.730
BRW;1989;7;6;23;30;0;354.910
BRW;1989;7;16;2;19;0;352.490
BRW;1989;7;16;2;33;0;351.940
BRW;1989;7;16;2;40;0;352.540
BRW;1989;7;16;2;45;0;352.320
BRW;1989;7;25;0;20;0;343.920
BRW;1989;7;25;0;24;0;344.020
BRW;1989;7;25;12;34;56;344.240
BRW;1989;7;25;12;34;56;343.680
BRW;1989;7;30;22;29;0;343.530
BRW;1989;7;30;22;35;0;344.190
BRW;1989;7;30;22;51;0;343.010
BRW;1989;7;30;23;5;0;343.340
BRW;1989;8;3;23;3;0;345.140
BRW;1989;8;3;23;20;0;342.530
BRW;1989;8;3;23;30;0;343.480
BRW;1989;8;3;23;33;0;342.950
BRW;1989;8;18;17;52;0;342.620
BRW;1989;8;18;18;40;0;342.590
BRW;1989;8;18;18;56;0;341.720
BRW;1989;8;18;19;14;0;342.530
BRW;1989;9;1;22;34;0;344.900
BRW;1989;9;1;22;42;0;343.150
BRW;1989;9;1;22;47;0;344.460
BRW;1989;9;1;22;55;0;341.350
BRW;1989;9;12;0;23;0;345.140
BRW;1989;9;12;0;27;0;345.240
BRW;1989;9;12;0;44;0;344.810
BRW;1989;9;12;0;52;0;344.770
BRW;1989;9;17;21;43;0;345.220
BRW;1989;9;17;21;54;0;345.610
BRW;1989;9;17;22;12;0;345.220
BRW;1989;9;17;22;20;0;345.100
BRW;1989;9;23;23;40;0;347.160
BRW;1989;9;23;23;44;0;346.780
BRW;1989;9;23;23;50;0;346.990
BRW;1989;9;23;23;57;0;346.960
BRW;1989;9;29;22;48;0;353.120
BRW;1989;9;29;22;57;0;353.170
BRW;1989;9;29;23;10;0;353.050
BRW;1989;9;29;23;20;0;353.040
BRW;1989;10;5;17;49;0;353.390
BRW;1989;10;5;17;51;0;353.000
BRW;1989;10;5;18;7;0;353.390
BRW;1989;10;5;18;23;0;353.650
BRW;1989;10;13;23;14;0;351.120
BRW;1989;10;13;23;27;0;350.980
BRW;1989;10;13;23;30;0;351.230
BRW;1989;10;13;23;40;0;351.340
BRW;1989;10;20;19;10;0;351.600
BRW;1989;10;20;19;15;0;351.470
BRW;1989;10;20;19;25;0;351.440
BRW;1989;10;20;19;25;0;351.120
BRW;1989;10;31;0;26;0;355.290
BRW;1989;10;31;0;33;0;359.590
BRW;1989;10;31;0;48;0;356.410
BRW;1989;10;31;0;55;0;356.130
BRW;1989;11;4;0;56;0;354.130
BRW;1989;11;4;0;57;0;353.690
BRW;1989;11;4;1;24;0;353.690
BRW;1989;11;4;1;30;0;353.960
BRW;1989;11;13;23;17;0;355.150
BRW;1989;11;13;23;17;0;355.760
BRW;1989;11;13;23;28;0;355.360
BRW;1989;11;13;23;35;0;355.320
BRW;1989;11;18;23;21;0;358.760
BRW;1989;11;18;23;26;0;358.340
BRW;1989;11;18;23;33;0;358.300
BRW;1989;11;18;23;48;0;358.390
BRW;1989;11;24;20;53;0;357.630
BRW;1989;11;24;21;5;0;356.540
BRW;1989;11;24;21;15;0;356.440
BRW;1989;12;2;0;35;0;358.270
BRW;1989;12;2;0;43;0;358.260
BRW;1989;12;2;0;47;0;358.070
BRW;1989;12;2;0;57;0;358.140
BRW;1989;12;9;0;25;0;359.260
BRW;1989;12;9;0;27;0;359.750
BRW;1989;12;9;0;45;0;359.770
BRW;1989;12;9;0;55;0;359.190
BRW;1989;12;17;22;52;0;359.930
BRW;1989;12;17;22;53;0;357.960
BRW;1989;12;17;23;20;0;358.080
BRW;1989;12;17;23;30;0;358.510
BRW;1989;12;22;19;13;0;359.330
BRW;1989;12;22;19;20;0;362.830
BRW;1989;12;22;19;27;0;358.970
BRW;1989;12;22;19;45;0;359.220
BRW;1989;12;31;23;19;0;361.380
BRW;1989;12;31;23;21;0;366.260
BRW;1989;12;31;23;40;0;361.440
BRW;1989;12;31;23;50;0;361.300
BRW;1990;1;6;0;19;0;362.270
BRW;1990;1;6;0;31;0;363.820
BRW;1990;1;6;0;32;0;361.860
BRW;1990;1;6;0;42;0;360.730
BRW;1990;1;13;0;27;0;360.550
BRW;1990;1;13;0;29;0;363.370
BRW;1990;1;13;0;48;0;359.630
BRW;1990;1;13;0;55;0;359.830
BRW;1990;1;22;19;10;0;362.730
BRW;1990;1;22;19;25;0;363.060
BRW;1990;1;22;23;50;0;367.680
BRW;1990;1;22;23;55;0;365.950
BRW;1990;1;29;23;18;0;361.560
BRW;1990;1;29;23;32;0;363.330
BRW;1990;1;29;23;45;0;358.880
BRW;1990;1;29;23;58;0;358.760
BRW;1990;2;5;19;42;0;365.190
BRW;1990;2;5;19;47;0;362.140
BRW;1990;2;5;19;55;0;362.590
BRW;1990;2;5;20;10;0;363.060
BRW;1990;2;10;1;1;0;360.340
BRW;1990;2;10;1;7;0;362.210
BRW;1990;2;10;1;32;0;360.240
BRW;1990;2;10;1;45;0;360.090
BRW;1990;2;24;0;46;0;363.110
BRW;1990;2;24;0;51;0;364.520
BRW;1990;2;24;1;2;0;361.210
BRW;1990;2;24;1;15;0;362.190
BRW;1990;3;3;1;7;0;361.900
BRW;1990;3;3;1;22;0;363.650
BRW;1990;3;3;1;25;0;361.460
BRW;1990;3;3;1;42;0;361.550
BRW;1990;3;9;0;54;0;363.880
BRW;1990;3;9;1;4;0;362.250
BRW;1990;3;9;1;24;0;364.960
BRW;1990;3;9;1;25;0;362.500
BRW;1990;3;20;0;42;0;364.190
BRW;1990;3;20;1;20;0;363.100
BRW;1990;3;20;1;41;0;363.490
BRW;1990;3;28;19;32;0;361.500
BRW;1990;3;28;19;33;0;361.810
BRW;1990;3;28;19;50;0;361.590
BRW;1990;3;28;20;21;0;361.820
BRW;1990;4;6;23;0;0;361.950
BRW;1990;4;6;23;12;0;361.830
BRW;1990;4;6;23;25;0;361.930
BRW;1990;4;6;23;32;0;361.840
BRW;1990;4;13;21;58;0;361.400
BRW;1990;4;13;21;59;0;361.530
BRW;1990;4;13;22;8;0;361.920
BRW;1990;4;13;22;25;0;361.460
BRW;1990;4;20;17;34;0;360.990
BRW;1990;4;20;17;35;0;361.100
BRW;1990;4;20;17;59;0;360.980
BRW;1990;4;20;18;10;0;361.310
BRW;1990;4;27;22;52;0;363.880
BRW;1990;4;27;22;55;0;361.350
BRW;1990;4;27;23;10;0;361.410
BRW;1990;5;4;19;20;0;362.350
BRW;1990;5;4;19;31;0;362.610
BRW;1990;5;4;22;23;0;361.730
BRW;1990;5;4;22;34;0;361.630
BRW;1990;5;11;22;56;0;362.310
BRW;1990;5;11;23;10;0;361.880
BRW;1990;5;11;23;25;0;361.900
BRW;1990;5;11;23;26;0;361.760
BRW;1990;5;17;22;49;0;362.860
BRW;1990;5;17;23;10;0;362.320
BRW;1990;5;17;23;20;0;365.840
BRW;1990;5;17;23;24;0;362.430
BRW;1990;5;25;23;15;0;362.670
BRW;1990;5;25;23;45;0;362.250
BRW;1990;5;25;23;45;0;362.330
BRW;1990;6;8;22;30;0;359.740
BRW;1990;6;8;22;50;0;359.570
BRW;1990;6;8;22;52;0;359.200
BRW;1990;6;15;22;14;0;356.500
BRW;1990;6;15;22;16;0;356.640
BRW;1990;6;15;22;44;0;356.400
BRW;1990;6;22;23;0;0;354.400
BRW;1990;6;22;23;16;0;354.290
BRW;1990;6;22;23;20;0;356.470
BRW;1990;6;27;18;47;0;355.690
BRW;1990;6;27;18;55;0;354.730
BRW;1990;6;27;18;57;0;355.430
BRW;1990;7;6;22;45;0;348.790
BRW;1990;7;6;22;51;0;349.330
BRW;1990;7;6;22;59;0;349.100
BRW;1990;7;13;22;47;0;348.780
BRW;1990;7;13;22;53;0;345.730
BRW;1990;7;13;23;4;0;346.360
BRW;1990;7;20;22;42;0;349.100
BRW;1990;7;20;22;50;0;350.070
BRW;1990;7;20;22;56;0;349.630
BRW;1990;7;27;22;13;0;347.540
BRW;1990;7;27;22;50;0;347.280
BRW;1990;7;27;23;15;0;345.670
BRW;1990;8;3;23;13;0;346.220
BRW;1990;8;3;23;28;0;347.420
BRW;1990;8;3;23;35;0;345.980
BRW;1990;8;8;22;48;0;345.120
BRW;1990;8;8;23;13;0;344.550
BRW;1990;8;8;23;26;0;346.140
BRW;1990;8;15;23;0;0;344.260
BRW;1990;8;15;23;17;0;344.330
BRW;1990;8;15;23;26;0;344.250
BRW;1990;8;24;22;55;0;349.370
BRW;1990;8;24;23;23;0;350.360
BRW;1990;8;24;23;40;0;349.250
BRW;1990;9;8;0;44;0;347.360
BRW;1990;9;8;1;1;0;346.510
BRW;1990;9;8;1;14;0;345.980
BRW;1990;9;14;22;4;0;351.240
BRW;1990;9;14;22;20;0;351.130
BRW;1990;9;14;22;24;0;350.680
BRW;1990;9;19;21;8;0;347.570
BRW;1990;9;21;18;54;0;348.530
BRW;1990;9;21;19;12;0;347.630
BRW;1990;9;21;19;12;0;347.790
BRW;1990;9;26;23;50;0;348.370
BRW;1990;9;28;21;47;0;347.730
BRW;1990;9;28;22;0;0;347.490
BRW;1990;9;28;22;13;0;347.530
BRW;1990;10;3;0;20;0;355.100
BRW;1990;10;5;22;34;0;349.860
BRW;1990;10;5;22;51;0;349.260
BRW;1990;10;5;22;55;0;349.260
BRW;1990;10;11;0;25;0;358.130
BRW;1990;10;12;18;13;0;355.520
BRW;1990;10;12;18;40;0;354.650
BRW;1990;10;12;18;45;0;354.510
BRW;1990;10;18;21;40;0;361.830
BRW;1990;10;19;23;22;0;355.740
BRW;1990;10;19;23;51;0;354.980
BRW;1990;10;20;0;5;0;355.030
BRW;1990;10;23;18;51;0;353.410
BRW;1990;10;26;19;16;0;354.200
BRW;1990;10;26;19;26;0;353.960
BRW;1990;10;26;19;51;0;353.900
BRW;1990;10;31;22;46;0;358.530
BRW;1990;11;2;23;28;0;366.350
BRW;1990;11;2;23;37;0;359.060
BRW;1990;11;2;23;51;0;359.330
BRW;1990;11;7;0;20;0;357.020
BRW;1990;11;9;23;27;0;357.790
BRW;1990;11;9;23;44;0;358.370
BRW;1990;11;9;23;58;0;357.280
BRW;1990;11;16;23;25;0;355.880
BRW;1990;11;16;23;40;0;355.460
BRW;1990;11;16;23;51;0;356.440
BRW;1990;11;22;0;35;0;356.640
BRW;1990;11;22;0;55;0;357.400
BRW;1990;11;22;0;55;0;356.320
BRW;1990;11;30;23;13;0;358.540
BRW;1990;11;30;23;36;0;358.440
BRW;1990;12;7;22;25;0;-999.990
BRW;1990;12;7;22;51;0;359.610
BRW;1990;12;7;23;0;0;358.640
BRW;1990;12;10;23;40;0;357.570
BRW;1990;12;13;23;20;0;358.810
BRW;1990;12;13;23;50;0;358.300
BRW;1990;12;13;23;51;0;359.240
BRW;1990;12;22;1;5;0;363.000
BRW;1990;12;22;1;6;0;365.610
BRW;1990;12;22;1;30;0;361.960
BRW;1990;12;29;1;5;0;362.180
BRW;1990;12;29;1;13;0;362.330
BRW;1990;12;29;1;40;0;361.420
BRW;1991;1;5;0;40;0;360.990
BRW;1991;1;5;0;40;0;360.460
BRW;1991;1;5;0;56;0;361.200
BRW;1991;1;12;1;27;0;363.630
BRW;1991;1;12;1;45;0;362.910
BRW;1991;1;12;1;52;0;364.020
BRW;1991;1;19;1;53;0;363.290
BRW;1991;1;19;1;58;0;362.990
BRW;1991;1;19;1;58;0;362.230
BRW;1991;1;23;23;53;0;361.310
BRW;1991;1;23;23;53;0;360.180
BRW;1991;2;9;1;30;0;373.140
BRW;1991;2;9;1;48;0;370.800
BRW;1991;2;11;19;5;0;362.250
BRW;1991;2;15;23;30;0;362.260
BRW;1991;2;15;23;50;0;362.250
BRW;1991;2;15;23;55;0;361.950
BRW;1991;2;23;0;30;0;362.890
BRW;1991;2;23;0;52;0;361.970
BRW;1991;2;23;0;55;0;361.530
BRW;1991;2;28;21;30;0;361.550
BRW;1991;2;28;21;55;0;361.620
BRW;1991;2;28;22;5;0;361.110
BRW;1991;3;8;19;16;0;363.230
BRW;1991;3;8;19;42;0;362.710
BRW;1991;3;8;19;53;0;363.190
BRW;1991;3;15;23;9;0;362.490
BRW;1991;3;15;23;25;0;362.510
BRW;1991;3;15;23;50;0;363.150
BRW;1991;3;23;0;22;0;363.100
BRW;1991;3;23;0;32;0;363.450
BRW;1991;3;23;0;40;0;362.220
BRW;1991;3;29;19;10;0;362.860
BRW;1991;3;29;19;25;0;361.110
BRW;1991;3;29;19;30;0;-999.990
BRW;1991;3;29;19;32;0;362.240
BRW;1991;4;6;0;35;0;362.680
BRW;1991;4;6;0;50;0;361.880
BRW;1991;4;6;0;50;0;362.940
BRW;1991;4;13;0;52;0;363.400
BRW;1991;4;13;1;45;0;362.850
BRW;1991;4;13;2;6;0;362.600
BRW;1991;4;20;0;15;0;362.070
BRW;1991;4;20;0;35;0;362.820
BRW;1991;4;20;0;50;0;362.300
BRW;1991;4;26;18;56;0;362.280
BRW;1991;4;26;18;58;0;361.910
BRW;1991;4;26;19;25;0;361.720
BRW;1991;5;3;18;53;0;363.120
BRW;1991;5;3;19;14;0;362.700
BRW;1991;5;11;0;22;0;361.920
BRW;1991;5;11;0;30;0;361.650
BRW;1991;5;11;0;38;0;362.310
BRW;1991;5;17;18;36;0;363.040
BRW;1991;5;17;18;44;0;361.870
BRW;1991;5;17;18;50;0;361.640
BRW;1991;5;24;23;24;0;363.370
BRW;1991;5;24;23;40;0;363.560
BRW;1991;5;24;23;43;0;361.870
BRW;1991;5;31;18;34;0;362.130
BRW;1991;5;31;18;50;0;361.730
BRW;1991;5;31;18;51;0;361.890
BRW;1991;6;7;18;8;0;361.480
BRW;1991;6;7;18;22;0;361.220
BRW;1991;6;7;18;53;0;361.320
BRW;1991;6;13;18;15;0;360.750
BRW;1991;6;13;18;30;0;360.940
BRW;1991;6;13;18;45;0;361.200
BRW;1991;6;21;23;37;0;355.650
BRW;1991;6;21;23;51;0;355.410
BRW;1991;6;21;23;55;0;355.420
BRW;1991;6;28;22;24;0;357.780
BRW;1991;6;28;22;41;0;358.740
BRW;1991;7;5;18;44;0;357.660
BRW;1991;7;5;18;55;0;357.400
BRW;1991;7;14;0;31;0;355.260
BRW;1991;7;14;0;40;0;354.880
BRW;1991;7;14;0;58;0;354.710
BRW;1991;7;19;23;29;0;349.340
BRW;1991;7;19;23;35;0;349.250
BRW;1991;7;19;23;42;0;349.430
BRW;1991;7;27;21;45;0;350.530
BRW;1991;7;27;22;0;0;350.420
BRW;1991;7;27;22;35;0;350.570
BRW;1991;8;2;23;33;0;349.950
BRW;1991;8;2;23;55;0;349.960
BRW;1991;8;2;23;58;0;349.740
BRW;1991;8;9;23;50;0;348.550
BRW;1991;8;9;23;54;0;348.220
BRW;1991;8;9;23;57;0;348.210
BRW;1991;8;16;20;31;0;346.280
BRW;1991;8;24;19;58;0;345.990
BRW;1991;8;24;23;22;0;347.030
BRW;1991;8;24;23;30;0;346.940
BRW;1991;8;24;23;50;0;346.690
BRW;1991;9;7;1;50;0;346.300
BRW;1991;9;7;2;15;0;346.020
BRW;1991;9;7;2;21;0;346.200
BRW;1991;9;14;0;18;0;346.660
BRW;1991;9;14;0;28;0;346.320
BRW;1991;9;20;23;20;0;349.800
BRW;1991;9;20;23;30;0;349.240
BRW;1991;9;20;23;45;0;349.460
BRW;1991;9;27;23;47;0;350.560
BRW;1991;9;27;23;50;0;351.000
BRW;1991;9;27;23;58;0;350.680
BRW;1991;10;8;0;20;0;351.400
BRW;1991;10;8;0;24;0;351.250
BRW;1991;10;8;0;35;0;351.050
BRW;1991;10;12;22;28;0;357.200
BRW;1991;10;12;22;35;0;356.420
BRW;1991;10;12;22;41;0;356.200
BRW;1991;10;19;0;25;0;355.730
BRW;1991;10;19;0;29;0;355.340
BRW;1991;10;19;0;45;0;355.520
BRW;1991;10;25;23;5;0;363.850
BRW;1991;10;25;23;13;0;363.210
BRW;1991;10;25;23;21;0;362.690
BRW;1991;11;2;0;35;0;358.510
BRW;1991;11;2;0;37;0;358.220
BRW;1991;11;2;0;48;0;358.180
BRW;1991;11;8;23;30;0;358.820
BRW;1991;11;8;23;40;0;359.100
BRW;1991;11;8;23;55;0;358.830
BRW;1991;11;16;0;37;0;358.620
BRW;1991;11;16;0;41;0;357.730
BRW;1991;11;16;0;42;0;357.590
BRW;1991;11;22;21;10;0;362.910
BRW;1991;11;22;21;16;0;362.540
BRW;1991;11;22;21;22;0;362.890
BRW;1991;11;30;0;25;0;359.310
BRW;1991;11;30;0;40;0;359.000
BRW;1991;11;30;0;42;0;359.110
BRW;1991;12;6;0;39;0;361.850
BRW;1991;12;6;0;41;0;361.200
BRW;1991;12;6;22;25;0;360.420
BRW;1991;12;14;0;25;0;360.200
BRW;1991;12;14;0;28;0;359.980
BRW;1991;12;14;0;37;0;359.790
BRW;1991;12;20;23;14;0;360.950
BRW;1991;12;20;23;25;0;360.410
BRW;1991;12;20;23;28;0;360.580
BRW;1991;12;23;0;40;0;362.030
BRW;1991;12;24;0;24;0;362.100
BRW;1991;12;24;0;39;0;361.740
BRW;1992;1;3;23;9;0;363.690
BRW;1992;1;3;23;18;0;363.150
BRW;1992;1;3;23;35;0;362.950
BRW;1992;1;9;23;14;0;361.760
BRW;1992;1;9;23;22;0;361.230
BRW;1992;1;9;23;39;0;361.340
BRW;1992;1;24;23;40;0;-999.990
BRW;1992;1;24;23;47;0;361.480
BRW;1992;1;24;23;58;0;361.400
BRW;1992;1;31;0;45;0;363.030
BRW;1992;1;31;0;47;0;362.280
BRW;1992;1;31;1;0;0;362.190
BRW;1992;2;7;23;35;0;364.060
BRW;1992;2;7;23;55;0;363.840
BRW;1992;2;14;23;20;0;362.620
BRW;1992;2;14;23;34;0;362.120
BRW;1992;2;14;23;40;0;362.170
BRW;1992;2;20;23;28;0;366.990
BRW;1992;2;20;23;32;0;366.410
BRW;1992;2;20;23;45;0;366.690
BRW;1992;2;26;23;15;0;361.930
BRW;1992;2;26;23;22;0;361.190
BRW;1992;2;26;23;47;0;361.460
BRW;1992;3;6;19;8;0;363.130
BRW;1992;3;6;19;19;0;362.790
BRW;1992;3;6;19;45;0;362.940
BRW;1992;3;14;0;29;0;362.250
BRW;1992;3;14;0;30;0;362.350
BRW;1992;3;14;0;40;0;362.040
BRW;1992;3;20;22;55;0;362.640
BRW;1992;3;20;23;5;0;362.410
BRW;1992;4;4;0;24;0;364.080
BRW;1992;4;4;0;35;0;364.260
BRW;1992;4;4;0;45;0;363.720
BRW;1992;4;9;23;25;0;362.920
BRW;1992;4;9;23;34;0;362.930
BRW;1992;4;9;23;40;0;362.730
BRW;1992;4;17;23;47;0;362.620
BRW;1992;4;17;23;48;0;362.540
BRW;1992;4;17;23;50;0;362.750
BRW;1992;4;20;22;35;0;362.580
BRW;1992;4;28;0;35;0;363.700
BRW;1992;4;28;0;40;0;363.570
BRW;1992;4;28;0;45;0;363.380
BRW;1992;5;9;0;40;0;363.340
BRW;1992;5;9;0;45;0;363.900
BRW;1992;5;9;0;55;0;363.130
BRW;1992;5;15;23;23;0;363.470
BRW;1992;5;15;23;35;0;362.880
BRW;1992;5;15;23;37;0;363.070
BRW;1992;5;21;22;31;0;361.260
BRW;1992;5;21;22;36;0;361.490
BRW;1992;5;21;22;51;0;361.250
BRW;1992;5;27;19;2;0;363.310
BRW;1992;5;27;19;15;0;363.140
BRW;1992;5;27;19;25;0;363.160
BRW;1992;6;5;23;13;0;362.480
BRW;1992;6;5;23;18;0;362.440
BRW;1992;6;5;23;23;0;362.240
BRW;1992;6;13;0;16;0;360.010
BRW;1992;6;13;0;23;0;359.800
BRW;1992;6;13;0;32;0;359.600
BRW;1992;6;18;22;9;0;361.500
BRW;1992;6;18;22;20;0;361.200
BRW;1992;6;18;22;23;0;361.230
BRW;1992;6;25;23;20;0;359.010
BRW;1992;6;25;23;34;0;358.940
BRW;1992;6;25;23;36;0;359.290
BRW;1992;7;2;22;48;0;359.060
BRW;1992;7;2;23;30;0;358.410
BRW;1992;7;2;23;45;0;358.540
BRW;1992;7;10;20;10;0;351.910
BRW;1992;7;10;20;29;0;351.090
BRW;1992;7;10;21;7;0;351.100
BRW;1992;7;16;19;22;0;353.770
BRW;1992;7;16;19;41;0;353.480
BRW;1992;7;16;20;13;0;353.490
BRW;1992;7;24;22;0;0;352.240
BRW;1992;7;24;22;21;0;353.100
BRW;1992;7;24;22;25;0;352.380
BRW;1992;7;31;22;45;0;349.450
BRW;1992;7;31;23;28;0;350.510
BRW;1992;7;31;23;41;0;350.520
BRW;1992;8;6;23;18;0;369.510
BRW;1992;8;6;23;32;0;346.580
BRW;1992;8;14;23;38;0;347.930
BRW;1992;8;14;23;42;0;348.090
BRW;1992;8;14;23;58;0;347.680
BRW;1992;8;22;2;3;0;351.970
BRW;1992;8;22;2;12;0;351.600
BRW;1992;8;22;2;25;0;350.400
BRW;1992;8;27;23;27;0;346.420
BRW;1992;8;27;23;43;0;347.000
BRW;1992;9;3;23;14;0;347.000
BRW;1992;9;3;23;25;0;346.570
BRW;1992;9;3;23;40;0;347.250
BRW;1992;9;11;23;30;0;347.520
BRW;1992;9;11;23;36;0;347.280
BRW;1992;9;11;23;40;0;347.070
BRW;1992;9;18;12;34;56;347.430
BRW;1992;9;18;21;42;0;347.720
BRW;1992;9;18;21;48;0;347.440
BRW;1992;9;25;23;54;0;350.550
BRW;1992;9;25;23;59;0;350.040
BRW;1992;10;2;23;38;0;351.400
BRW;1992;10;2;23;48;0;351.970
BRW;1992;10;2;23;59;0;351.350
BRW;1992;10;10;0;34;0;352.920
BRW;1992;10;10;0;40;0;352.770
BRW;1992;10;10;0;45;0;353.310
BRW;1992;10;17;0;30;0;354.110
BRW;1992;10;17;0;35;0;353.710
BRW;1992;10;17;0;37;0;353.680
BRW;1992;10;23;23;39;0;354.280
BRW;1992;10;23;23;55;0;353.940
BRW;1992;10;24;0;22;0;354.280
BRW;1992;10;26;21;40;0;354.370
BRW;1992;10;26;22;21;0;354.280
BRW;1992;10;30;23;41;0;357.240
BRW;1992;10;30;23;48;0;355.690
BRW;1992;10;30;23;59;0;355.040
BRW;1992;11;7;1;16;0;355.910
BRW;1992;11;7;1;23;0;355.430
BRW;1992;11;13;23;45;0;361.050
BRW;1992;11;13;23;54;0;360.810
BRW;1992;11;13;23;59;0;361.110
BRW;1992;11;21;20;42;0;357.070
BRW;1992;11;21;20;46;0;357.270
BRW;1992;11;21;20;53;0;357.220
BRW;1992;11;27;19;36;0;358.900
BRW;1992;11;27;19;42;0;358.490
BRW;1992;12;2;23;14;0;360.470
BRW;1992;12;2;23;23;0;359.880
BRW;1992;12;2;23;25;0;360.200
BRW;1992;12;10;22;47;0;360.580
BRW;1992;12;10;23;0;0;359.880
BRW;1992;12;10;23;33;0;359.820
BRW;1992;12;17;18;22;0;361.300
BRW;1992;12;17;18;31;0;360.760
BRW;1992;12;17;19;40;0;361.210
BRW;1992;12;24;22;25;0;364.030
BRW;1992;12;24;22;29;0;363.510
BRW;1992;12;24;22;37;0;363.440
BRW;1992;12;31;22;4;0;360.970
BRW;1992;12;31;22;17;0;360.680
BRW;1992;12;31;22;24;0;360.850
BRW;1993;1;7;21;32;0;361.430
BRW;1993;1;7;22;25;0;361.470
BRW;1993;1;7;22;36;0;361.170
BRW;1993;1;17;22;2;0;364.770
BRW;1993;1;17;22;3;0;365.080
BRW;1993;1;17;22;16;0;364.640
BRW;1993;1;25;0;49;0;363.010
BRW;1993;1;25;0;54;0;363.280
BRW;1993;1;25;1;5;0;362.870
BRW;1993;1;28;19;55;0;363.660
BRW;1993;1;28;20;3;0;363.270
BRW;1993;1;28;20;25;0;363.470
BRW;1993;2;5;23;2;0;362.130
BRW;1993;2;5;23;14;0;361.820
BRW;1993;2;5;23;49;0;361.960
BRW;1993;2;12;23;17;0;363.010
BRW;1993;2;12;23;25;0;361.980
BRW;1993;2;12;23;26;0;361.800
BRW;1993;2;19;0;18;0;363.610
BRW;1993;2;19;0;27;0;363.180
BRW;1993;2;25;0;47;0;367.210
BRW;1993;2;25;0;56;0;366.810
BRW;1993;3;6;23;21;0;363.570
BRW;1993;3;6;23;29;0;363.250
BRW;1993;3;10;1;19;0;362.720
BRW;1993;3;10;22;56;0;363.050
BRW;1993;3;10;23;4;0;362.700
BRW;1993;3;10;23;48;0;363.520
BRW;1993;3;17;21;57;0;364.420
BRW;1993;3;20;0;8;0;364.420
BRW;1993;3;20;0;16;0;364.030
BRW;1993;3;27;0;20;0;365.020
BRW;1993;3;27;0;29;0;364.550
BRW;1993;3;31;1;4;0;364.090
BRW;1993;3;31;1;13;0;363.740
BRW;1993;4;7;21;54;0;363.220
BRW;1993;4;7;22;3;0;362.880
BRW;1993;4;7;22;39;0;363.110
BRW;1993;4;14;0;57;0;363.240
BRW;1993;4;14;1;4;0;362.850
BRW;1993;4;14;1;22;0;363.060
BRW;1993;4;21;0;30;0;364.080
BRW;1993;4;21;0;40;0;364.180
BRW;1993;4;21;0;47;0;363.840
BRW;1993;4;28;23;16;0;364.360
BRW;1993;4;28;23;23;0;363.940
BRW;1993;4;28;23;25;0;364.300
BRW;1993;5;6;19;24;0;364.250
BRW;1993;5;6;20;30;0;364.470
BRW;1993;5;6;20;41;0;363.930
BRW;1993;5;14;21;5;0;369.430
BRW;1993;5;14;21;13;0;365.510
BRW;1993;5;14;21;22;0;365.510
BRW;1993;5;18;18;41;0;362.470
BRW;1993;5;18;18;42;0;362.200
BRW;1993;5;18;18;47;0;362.040
BRW;1993;5;25;23;19;0;363.830
BRW;1993;5;25;23;27;0;363.700
